codigo;Empresa;cnpj;estreia_bolsa;funcionarios;fundada;papeis_empresa;cotacao;rent_mes;rent_3_meses;rent_1_ano;rent_2_anos;rent_5_anos;rent_10_anos;rent_real_mes;rent_real_3_meses;rent_real_1_ano;rent_real_2_anos;rent_real_5_anos;rent_real_10_anos;p/l;p/vp;dividend yield;payout;margem liquida;margem bruta;margem ebit;margem ebitda;ev/ebitda;ev/ebit;p/ebitda;p/ebit;p/ativo;p/cap giro;p/ativ circ liq;psr;vpa;lpa;giro ativos;roe;roic;roa;dívida líquida/patrimônio;dívida líquida/ebitda;dívida líquida/ebit;dívida bruta/patrimônio;patrimônio/ativos;passivos/ativos;liquidez corrente;cagr receitas 5 anos;cagr lucros 5 anos;valor mercado;valor firma;patrimorio liquido;total de papeis;ativos;ativo circulante;divida bruta;divida liquida;disponibilidade;segmento listagem;free float;tag along;liquidez media diaria;setor;segmento
PLPL3;plano e plano;24230275/0001-80;2020;;;PLPL3;9.52;4.16;40.83;303.39;60.31;;;4.16;40.62;288.37;40.22;;;12.76;4.31;1.68;21.46;9.73;30.84;11.44;12.71;10.91;12.12;9.76;10.85;1.16;1.92;-11.3;1.24;2.21;0.75;0.93;33.75;15.17;9.0;0.5;1.14;1.27;1.09;0.27;0.73;3.06;;;1944517000.0;2172206000.0;451563000.0;204256000.0;1680786000.0;1508669000.0;491464000.0;227689000.0;263775000.0;Novo Mercado;26.78;100.00;6450000.0;Financeiro;Intermediação Imobiliária 
PMAM3;paranapanema;60398369/0004-79;1977;2206;1961;PMAM3;5.81;17.61;46.72;-7.92;-60.26;-76.1;-87.79;17.61;46.5;-11.35;-65.24;-81.84;-93.19;-0.08;-0.08;;;-186.5;-34.13;-86.38;-80.25;-2.77;-2.57;-0.19;-0.18;0.12;-0.08;-0.18;0.15;-69.04;-70.26;0.76;-101.77;-355.75;-141.11;-1.13;-2.58;-2.39;-1.14;-1.39;2.39;0.2;-19.26;;252176000.0;3632397000.0;-2996502000.0;43403000.0;2161259000.0;771625000.0;3401045000.0;3380221000.0;20824000.0;Novo Mercado;100.0;100.00;4810000.0;Materiais Básicos;Artefatos de Cobre 
PNVL3;dimed;92665611/0001-77;1977;6491;1920;PNVL3. PNVL4;12.64;1.77;24.04;27.74;-32.04;15.44;89.23;1.77;23.85;22.98;-40.56;-12.27;5.61;22.64;1.69;1.76;39.79;2.04;31.12;3.62;8.19;8.04;18.2;5.64;12.76;0.67;3.42;-1.59;0.46;7.49;0.56;1.46;7.45;6.74;2.98;0.72;2.41;5.44;0.95;0.4;0.6;1.52;11.1;2.28;1900771000.0;2711984000.0;1126826000.0;150377000.0;2816567000.0;1622645000.0;1068860000.0;811213000.0;257647000.0;Tradicional;47.71;;18365000.0;Saúde;Medicamentos e Outros Produtos 
PNVL4;dimed;92665611/0001-77;1977;6491;1920;PNVL3. PNVL4;18.62;;-3.12;-3.58;86.03;172.03;;;-3.26;-7.17;62.72;106.72;;33.35;2.48;;39.79;2.04;31.12;3.62;8.19;8.04;18.2;8.3;18.79;0.99;5.03;-2.35;0.68;7.49;0.56;1.46;7.45;6.74;2.98;0.72;2.41;5.44;0.95;0.4;0.6;1.52;11.1;2.28;1900771000.0;2711984000.0;1126826000.0;150377000.0;2816567000.0;1622645000.0;1068860000.0;811213000.0;257647000.0;Tradicional;47.71;;241000000.0;Saúde;Medicamentos e Outros Produtos 
POMO3;marcopolo;88611835/0001-29;1977;18083;1949;POMO3. POMO4;4.13;1.47;44.41;110.4;50.33;81.86;2.01;1.47;44.19;102.57;31.49;38.2;-43.07;6.63;1.25;7.36;37.57;9.65;18.13;8.17;11.11;8.08;10.99;5.76;7.83;0.54;1.88;-1.28;0.64;3.31;0.62;0.84;18.83;8.77;7.91;0.31;1.41;1.92;0.74;0.43;0.56;1.98;7.8;24.67;4528040000.0;5484459000.0;3131093000.0;946892000.0;7269487000.0;4213424000.0;2313273000.0;956419000.0;1356854000.0;Nível 2;76.23;100.00;939000.0;Bens Industriais;Material Rodoviário 
POMO4;marcopolo;88611835/0001-29;1977;18083;1949;POMO3. POMO4;5.15;0.59;48.84;118.84;71.27;63.4;11.32;0.59;48.62;110.69;49.81;24.17;-37.87;8.27;1.56;5.9;37.57;9.65;18.13;8.17;11.11;8.08;10.99;7.18;9.77;0.67;2.34;-1.6;0.8;3.31;0.62;0.84;18.83;8.77;7.91;0.31;1.41;1.92;0.74;0.43;0.56;1.98;7.8;24.67;4528040000.0;5484459000.0;3131093000.0;946892000.0;7269487000.0;4213424000.0;2313273000.0;956419000.0;1356854000.0;Nível 2;76.23;80.00;31590000.0;Bens Industriais;Material Rodoviário 
PORT3;wilson sons ltd;05721735/0001-28;;;;PORT3;12.9;0.86;28.87;76.47;;;;0.86;28.68;69.9;;;;20.98;2.52;2.42;50.73;11.7;44.72;25.82;37.75;9.25;13.52;6.5;9.5;0.99;-43.66;-1.16;2.45;5.12;0.62;0.4;12.02;8.62;4.89;1.07;2.75;4.02;1.19;0.39;0.61;0.87;6.64;11.27;5675595000.0;8074386000.0;2251200000.0;439968000.0;5736125000.0;833021000.0;2676959000.0;2398791000.0;278168000.0;Tradicional;43.34;100.00;6844000.0;Bens Industriais;Serviços de Apoio e Armazenagem 
POSI3;positivo;81243735/0001-48;2006;1920;1989;POSI3;8.22;-1.32;12.0;51.57;-24.54;284.98;170.84;-1.32;11.83;45.93;-34.0;192.56;51.16;4.12;0.84;6.25;20.12;6.06;24.96;12.54;13.79;3.24;3.57;1.81;1.99;0.3;0.78;-1.36;0.25;9.8;1.99;1.18;20.34;20.03;7.26;0.66;1.43;1.58;1.1;0.35;0.64;1.93;19.04;;1165596000.0;2087196000.0;1389831000.0;141800000.0;3944400000.0;3085400000.0;1523100000.0;921600000.0;601500000.0;Novo Mercado;51.9;100.00;125780000.0;Tecnologia da Informação;Computadores e Equipamentos 
POWE3;focus energia holding participações sa;26735020/0001-02;;;2005;POWE3;10.9;-1.36;-0.82;-23.66;;;;-1.36;-0.97;-26.5;;;;23.91;0.99;;;2.59;6.82;3.52;;;10.6;;17.55;0.38;6.57;-0.74;0.62;11.02;0.46;0.61;4.14;3.8;1.58;-0.39;;-6.96;0.04;0.38;0.62;1.13;;;977237000.0;589950000.0;988330000.0;89654000.0;2584222000.0;1271360000.0;37910000.0;-387287000.0;425197000.0;Novo Mercado;47.61;100.00;18250000.0;Utilidade Pública;Energia Elétrica 
PPAR3;polpar sa;59789545/0001-71;1989;;1988;PPAR3;244.77;;;;-99.9;;;;;;-99.91;;;5.55;0.43;;;;;;;;4.14;;6.39;0.31;3.27;-0.36;;565.48;44.13;;7.8;6.61;5.68;-0.15;;-2.25;;0.73;0.24;6.59;;59.84;18114000.0;11732000.0;41850000.0;74000.0;57539000.0;6527000.0;;-6382000.0;6382000.0;Tradicional;0.0;;;Outros;
PPLA11;ppla participations ltd;15073274/0001-88;;;;PPLA11;3.8;-1.81;-3.06;-23.39;-49.33;-89.08;;-1.81;-3.21;-26.24;-55.68;-91.7;;;1188.42;;;;;;;;;;;19.84;-20.18;-19.84;;;;;;;;;;;;0.02;0.98;;;;10695000.0;10695000.0;9000.0;2814000.0;539000.0;;;;;Tradicional;100.0;;2000.0;Financeiro;Gestão de Recursos e Investimentos 
PRIO3;petro rio sa;10629105/0001-68;2010;192;2008;PRIO3;41.52;17.55;13.2;100.0;114.57;2950.25;19127.54;17.55;13.03;92.55;87.68;2217.99;10631.2;10.46;3.47;;;46.02;65.66;58.64;71.87;8.52;10.44;6.7;8.21;1.44;52.14;-1.69;4.82;11.98;3.97;0.3;33.12;18.88;13.74;0.94;1.82;2.23;0.99;0.41;0.59;1.22;55.22;76.61;36837754000.0;46828479000.0;10628965000.0;887229000.0;25623115000.0;3884323000.0;10517905000.0;9990725000.0;527180000.0;Novo Mercado;94.58;100.00;682205000.0;Petróleo. Gás e Biocombustíveis;Exploração  Refino e Distribuição 
PRNR3;priner;18593815/0001-97;2017;2390;2016;PRNR3;10.4;9.47;22.5;;4.67;;;9.47;22.32;;-8.45;;;18.29;1.83;2.48;45.43;2.39;24.06;12.75;15.89;3.21;4.0;2.75;3.43;0.53;2.47;-1.31;0.44;5.69;0.57;1.21;9.99;19.78;8.99;0.3;0.46;0.57;1.17;0.29;0.7;1.57;23.11;67.9;404645000.0;471971000.0;221358000.0;38908000.0;762751000.0;453844000.0;258563000.0;67326000.0;191237000.0;Novo Mercado;96.33;100.00;1003000.0;Bens Industriais;Serviços Diversos 
PSSA3;porto seguro;02149205/0001-69;1997;12976;1997;PSSA3;28.6;5.46;18.23;66.75;16.81;63.78;273.75;5.46;18.05;60.54;2.17;24.46;108.6;14.31;1.7;2.49;53.57;4.41;100.0;3.5;4.69;9.54;12.77;13.45;18.0;0.36;7.39;-1.04;0.63;16.82;2.0;0.57;11.88;4.3;2.57;-0.49;-3.91;-5.23;0.49;0.21;0.79;1.08;10.48;0.21;18492361000.0;13118809000.0;10876641000.0;646586000.0;51388438000.0;33553044000.0;5349666000.0;-5373552000.0;10723218000.0;Novo Mercado;27.8;100.00;51308000.0;Financeiro;Seguradoras 
PTBL3;portobello;83475913/0001-91;1991;2665;1977;PTBL3;7.5;3.16;26.33;7.45;-50.87;126.54;193.62;3.16;26.14;3.45;-57.03;72.16;63.87;10.53;2.31;6.91;72.73;4.65;41.65;48.21;15.62;5.31;1.72;3.13;1.02;0.38;7.46;-0.71;0.49;3.25;0.71;0.78;21.91;63.83;3.65;1.6;2.18;0.71;2.45;0.17;0.83;1.13;10.34;-5.64;1057401000.0;1792601000.0;458400000.0;140986000.0;2752100000.0;1264600000.0;1124900000.0;735200000.0;389700000.0;Novo Mercado;38.67;100.00;40256000.0;Bens Industriais;Produtos para Construção 
PTCA11;pratica klimaquip industria e comercio sa;08574411/0001-00;2018;444;2006;PTCA11. PTCA3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;26.98;7.73;46.03;11.95;14.22;1.11;1.32;;;;;;;22.16;5.5;1.17;24.83;16.05;8.93;0.51;1.11;1.32;0.94;0.37;0.63;1.63;18.92;28.44;;41749000.0;82637000.0;3728000.0;225961000.0;157285000.0;77827000.0;41749000.0;36078000.0;Tradicional;10.01;;;Máquinas e Equipamentos Industriais;
PTNT3;pettenati;88613658/0001-10;1981;1542;1964;PTNT3. PTNT4;9.37;10.24;12.89;-4.95;-31.76;;;10.24;12.72;-8.49;-40.31;;;12.29;1.22;3.4;41.82;4.24;17.02;9.48;;;6.42;;5.5;0.52;2.49;-1.09;0.52;7.7;0.76;1.01;9.9;10.67;7.32;0.4;;1.79;0.69;0.43;0.49;1.68;11.28;17.1;379090000.0;525493000.0;369753000.0;48046000.0;858653000.0;446418000.0;255286000.0;146403000.0;108882000.0;Tradicional;66.52;80.00;346000.0;Consumo Cíclico;Fios e Tecidos 
PTNT4;pettenati;88613658/0001-10;1981;1542;1964;PTNT3. PTNT4;7.15;7.68;30.24;;17.9;176.06;594.17;7.68;30.05;;3.13;109.79;287.43;9.38;0.93;4.46;41.82;4.24;17.02;9.48;;;6.42;;4.2;0.4;1.9;-0.83;0.4;7.7;0.76;1.01;9.9;10.67;7.32;0.4;;1.79;0.69;0.43;0.49;1.68;11.28;17.1;379090000.0;525493000.0;369753000.0;48046000.0;858653000.0;446418000.0;255286000.0;146403000.0;108882000.0;Tradicional;66.52;80.00;198000.0;Consumo Cíclico;Fios e Tecidos 
QUAL3;qualicorp;11992680/0001-93;2011;2123;2010;QUAL3;4.53;-7.17;14.71;-58.64;-82.7;-71.6;-56.74;-7.17;14.54;-60.18;-84.87;-78.42;-75.86;36.3;0.94;1.75;204.66;1.86;77.21;15.71;38.54;3.74;9.19;1.75;4.3;0.28;2.22;-0.39;0.67;4.8;0.12;0.41;2.6;7.73;0.96;1.07;1.99;4.89;1.71;0.3;0.7;1.77;-0.27;-35.53;1286584000.0;2751994000.0;1363310000.0;284014000.0;4607925000.0;1326647000.0;2337428000.0;1465410000.0;872018000.0;Novo Mercado;97.61;100.00;118535000.0;Saúde;Serviços Médicos. Hospitalares. Análises e Diagnósticos 
QUSW3;quality software sa;35791391/0001-94;2013;1306;1989;QUSW3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;14.61;7.49;28.75;16.32;17.53;1.24;1.33;;;;;;;83.5;20.2;1.04;24.19;24.23;7.77;0.7;1.24;1.33;0.97;0.32;0.68;1.58;14.24;40.24;;50474000.0;71942000.0;861000.0;224071000.0;89951000.0;69468000.0;50474000.0;18994000.0;Tradicional;0.0;;;Programas e Serviços;
QVQP3B;524 participações sa;01851771/0001-55;;;;QVQP3B;0.03;;;;;;;;-0.15;;;;;-341.42;779.46;;;;;;;;-307.92;;-308.29;779.46;779.46;;;;;;-228.3;-252.83;-228.3;-0.94;;0.37;;1.0;;;;;41311000.0;41261000.0;53000.0;1377041000.0;53000.0;53000.0;;-50000.0;50000.0;Tradicional;0.0;;;Outros;
RADL3;raia drogasil;61585865/0001-51;1977;36368;1935;RADL3;28.42;-0.28;13.89;44.56;13.81;103.75;675.38;-0.28;13.72;39.18;-0.45;54.84;332.75;46.6;8.94;0.77;52.49;3.44;30.24;6.56;11.68;14.27;25.41;13.73;24.46;2.68;16.29;-6.4;1.6;3.18;0.61;1.67;19.19;23.39;5.86;0.35;0.54;0.95;0.42;0.3;0.7;1.39;15.51;15.99;48825764000.0;50729905000.0;5458659000.0;1718007000.0;18249424000.0;10616878000.0;2276400000.0;1904141000.0;372259000.0;Novo Mercado;70.65;100.00;145127000.0;Saúde;Medicamentos e Outros Produtos 
RAIL3;rumo sa;02387241/0001-60;1998;9244;1997;RAIL3;22.44;-1.84;16.72;46.21;8.58;50.27;;-1.84;16.55;40.77;-5.03;14.2;;63.53;2.72;0.29;18.69;6.54;32.88;32.3;51.72;10.24;16.39;8.03;12.86;0.92;10.98;-1.13;4.15;8.24;0.35;0.22;4.29;9.67;1.44;0.75;2.21;3.53;1.09;0.34;0.66;1.76;8.76;19.07;41607323000.0;53039169000.0;15270420000.0;1854158000.0;45466781000.0;8770593000.0;16685581000.0;11431846000.0;5253735000.0;Novo Mercado;65.56;100.00;305224000.0;Bens Industriais;Transporte Ferroviário 
RAIZ3;raízen;33453598/0001-23;;;;RAIZ3. RAIZ4;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;11.67;0.99;6.21;3.29;10.55;0.86;2.76;;;;;;;2.15;0.24;2.2;10.97;16.45;2.24;0.61;0.52;1.67;1.0;0.2;0.79;1.06;;;8761733000.0;22303213000.0;22251749000.0;10352509000.0;111551463000.0;47482431000.0;22274876000.0;13541480000.0;8733396000.0;Nível 1;11.6;;;Açucar e Alcool;
RAIZ4;raízen;33453598/0001-23;;;;RAIZ3. RAIZ4;4.08;3.55;30.77;8.5;;;;3.55;30.57;4.46;;;;17.3;1.9;5.14;11.67;0.99;6.21;3.29;10.55;0.86;2.76;1.63;5.22;0.38;15.93;-0.66;0.17;2.15;0.24;2.2;10.97;16.45;2.24;0.61;0.52;1.67;1.0;0.2;0.79;1.06;;;8761733000.0;22303213000.0;22251749000.0;10352509000.0;111551463000.0;47482431000.0;22274876000.0;13541480000.0;8733396000.0;Nível 1;11.6;100.00;61417000.0;Consumo não Cíclico;Açucar e Alcool 
RANI3;irani papel e embalagem sa;92791243/0001-03;1977;2485;1941;RANI3. RANI4;9.85;16.98;21.26;58.71;40.49;523.71;639.95;16.98;21.08;52.8;22.88;373.98;312.98;6.95;2.05;7.61;52.88;20.71;47.57;33.25;39.45;4.86;5.76;3.65;4.33;0.68;2.52;-1.15;1.44;4.81;1.42;0.47;29.47;13.69;9.75;0.68;1.21;1.43;1.55;0.33;0.67;2.93;12.56;158.72;2426639000.0;3228266000.0;1184220000.0;246359000.0;3577859000.0;1464032000.0;1835446000.0;801627000.0;1033819000.0;Tradicional;41.44;100.00;18250000.0;Materiais Básicos;Papel e Celulose 
RANI4;irani papel e embalagem sa;92791243/0001-03;1977;2485;1941;RANI3. RANI4;5.5;0.75;0.75;12.84;103.48;;;0.75;0.6;8.64;77.98;;;3.88;1.14;1.53;52.88;20.71;47.57;33.25;39.45;4.86;5.76;2.04;2.42;0.38;1.41;-0.64;0.8;4.81;1.42;0.47;29.47;13.69;9.75;0.68;1.21;1.43;1.55;0.33;0.67;2.93;12.56;158.72;2426639000.0;3228266000.0;1184220000.0;246359000.0;3577859000.0;1464032000.0;1835446000.0;801627000.0;1033819000.0;Tradicional;41.44;;705000.0;Materiais Básicos;Papel e Celulose 
RAPT3;randon;89086144/0001-16;1993;9955;1949;RAPT4. RAPT3;9.99;1.42;35.0;26.26;-14.08;159.27;94.69;1.42;34.8;21.56;-24.85;97.03;8.66;7.09;1.16;5.04;35.72;4.09;23.93;11.37;13.64;4.55;5.45;2.13;2.55;0.26;0.84;-0.63;0.29;8.64;1.41;0.9;16.29;12.91;5.44;1.17;2.15;2.58;1.9;0.23;0.68;2.18;21.6;24.65;3707129000.0;7028329000.0;2846863000.0;329330000.0;12547458000.0;7285046000.0;5419605000.0;3321200000.0;2098405000.0;Nível 1;60.44;80.00;276000.0;Bens Industriais;Material Rodoviário 
RAPT4;randon;89086144/0001-16;1993;9955;1949;RAPT4. RAPT3;11.95;;53.99;29.24;-2.9;114.45;69.3;;53.76;24.43;-15.07;62.97;-5.51;8.49;1.38;4.21;35.72;4.09;23.93;11.37;13.64;4.55;5.45;2.55;3.05;0.31;1.0;-0.75;0.35;8.64;1.41;0.9;16.29;12.91;5.44;1.17;2.15;2.58;1.9;0.23;0.68;2.18;21.6;24.65;3707129000.0;7028329000.0;2846863000.0;329330000.0;12547458000.0;7285046000.0;5419605000.0;3321200000.0;2098405000.0;Nível 1;60.44;80.00;47003000.0;Bens Industriais;Material Rodoviário 
RCSL3;recrusul;91333666/0001-17;1985;77;1954;RCSL4. RCSL3;2.37;25.4;-53.53;-21.52;-81.07;-65.25;;25.4;-53.6;-24.44;-83.44;-73.59;;-23.06;306.89;;;-17.71;11.59;7.76;9.36;34.78;41.96;43.64;52.65;4.59;33.1;-10.07;4.08;0.01;-0.1;1.12;-1330.62;582.91;-19.91;-1.16;-0.17;-0.2;;0.01;0.99;1.34;;;241585000.0;240442000.0;983000.0;127289000.0;65739000.0;35794000.0;;-1143000.0;1143000.0;Tradicional;63.68;;15645000.0;Bens Industriais;Material Rodoviário 
RCSL4;recrusul;91333666/0001-17;1985;77;1954;RCSL4. RCSL3;1.66;115.58;107.5;59.62;-59.51;-31.4;;115.58;107.19;53.68;-64.58;-47.87;;-16.15;214.95;;;-17.71;11.59;7.76;9.36;34.78;41.96;30.57;36.88;3.21;23.18;-7.06;2.86;0.01;-0.1;1.12;-1330.62;582.91;-19.91;-1.16;-0.17;-0.2;;0.01;0.99;1.34;;;241585000.0;240442000.0;983000.0;127289000.0;65739000.0;35794000.0;;-1143000.0;1143000.0;Tradicional;63.68;;5716000.0;Bens Industriais;Material Rodoviário 
RDNI3;rni negócios imobiliários;67010660/0001-24;2007;294;1991;RDNI3;5.96;-6.73;13.49;-17.22;-50.23;63.6;-58.41;-6.73;13.32;-20.3;-56.47;24.33;-76.79;12.93;0.41;2.42;43.68;3.03;24.14;8.65;8.37;16.17;15.66;4.68;4.53;0.12;1.02;-0.17;0.39;14.64;0.46;0.3;3.15;2.84;1.38;1.0;11.49;11.13;1.08;0.29;0.71;1.54;29.53;;260868000.0;901439000.0;640766000.0;43769000.0;2247567000.0;732531000.0;691576000.0;640571000.0;51005000.0;Novo Mercado;32.1;100.00;140000.0;Consumo Cíclico;Incorporações 
RDOR3;rede d'or são luiz;06047087/0001-39;;;1977;RDOR3;31.96;-4.31;44.09;16.9;-52.95;;;-4.31;43.87;12.55;-58.85;;;55.77;3.32;0.61;34.15;4.53;20.26;13.73;19.04;13.78;19.12;13.28;18.42;0.78;2.87;-1.43;2.53;9.62;0.57;0.31;5.95;6.54;1.44;0.13;0.5;0.7;1.5;0.24;0.75;2.51;;;73165791000.0;75939406000.0;22029292000.0;2289292000.0;93329454000.0;42266884000.0;33076512000.0;2773615000.0;30302897000.0;Nível 1;47.84;100.00;145700000.0;Saúde;Serviços Médicos. Hospitalares. Análises e Diagnósticos 
RECV3;petrorecôncavo;03342704/0001-30;;;;RECV3;20.41;6.14;-5.31;-5.64;11.07;;;6.14;-5.45;-9.15;-2.85;;;6.29;1.46;5.19;32.63;31.79;45.09;38.25;;;5.85;;5.23;0.87;-27.21;-1.1;2.0;13.97;3.25;0.43;23.23;18.56;13.78;0.17;;0.62;0.4;0.59;0.41;0.87;;;5979700000.0;6690935000.0;4094357000.0;292978000.0;6902165000.0;1469015000.0;1638272000.0;711235000.0;927037000.0;Nível 1;94.29;100.00;23450000.0;Utilidade Pública;Gás 
REDE3;rede energia;61584140/0001-49;1969;7789;1966;REDE3;5.79;1.58;17.68;9.31;-7.64;41.41;;1.58;17.5;5.24;-19.21;7.46;;9.17;3.29;12.25;112.27;8.91;28.71;22.19;22.33;6.53;6.57;3.66;3.68;0.48;7.79;-0.66;0.82;1.76;0.63;0.58;35.89;19.11;7.12;2.59;2.87;2.89;3.09;0.14;0.79;1.28;8.24;25.95;12218772000.0;21822590000.0;3713193000.0;2110323000.0;25719679000.0;7152890000.0;11475322000.0;9603818000.0;1871504000.0;Tradicional;2.46;;5000.0;Utilidade Pública;Energia Elétrica 
RENT3;localiza;16670085/0001-55;2005;7809;1973;RENT3;68.48;2.39;19.24;28.15;3.38;226.87;733.42;2.39;19.06;23.38;-9.57;148.4;365.15;39.26;3.48;2.14;72.53;8.45;34.32;23.82;36.89;12.69;19.64;8.99;13.92;1.09;-203.55;-1.33;3.32;19.66;1.74;0.33;8.87;8.47;2.78;1.43;3.7;5.73;1.72;0.31;0.69;0.97;22.63;22.86;72613493000.0;102481559000.0;20843758000.0;1060360000.0;66364903000.0;11893697000.0;35807546000.0;29868066000.0;5939480000.0;Novo Mercado;85.11;100.00;365924000.0;Consumo Cíclico;Aluguel de carros 
RIOS3;rio alto;38199406/0001-18;;;;RIOS3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nível 1;0.0;;;Energia Elétrica;
RLOG3;cosan logística sa;17346997/0001-39;2014;9228;2012;RLOG3;23.08;;;16.16;23.75;418.65;;;;11.83;8.24;294.14;;82.76;4.26;;;1.85;34.71;29.68;56.07;6.4;12.09;2.74;5.17;0.23;1.49;-0.31;1.53;5.41;0.28;0.15;5.15;7.85;1.06;5.71;3.66;6.92;9.08;0.05;0.71;2.64;1.14;12.59;10691215000.0;24995028000.0;2507239000.0;463224000.0;46607630000.0;11572340000.0;22777520000.0;14303813000.0;8473707000.0;Novo Mercado;26.38;100.00;33444000.0;Bens Industriais;Transporte Ferroviário 
RNEW11;renova energia;08534605/0001-74;2008;135;2006;RNEW11. RNEW4. RNEW3;5.29;15.25;7.09;-20.93;-53.56;-70.77;-87.7;15.25;6.93;-23.87;-59.38;-77.79;-93.14;0.55;0.49;;;331.34;29.51;418.49;449.85;1.3;1.39;0.41;0.44;0.16;-1.51;-0.16;1.82;10.8;9.61;0.09;88.97;52.92;28.97;1.08;0.89;0.96;1.11;0.33;0.67;0.21;-19.42;;441586000.0;1406849000.0;897819000.0;249483000.0;2757088000.0;77730000.0;992447000.0;965263000.0;27184000.0;Nível 2;36.19;100.00;150000.0;Utilidade Pública;Energia Elétrica 
RNEW3;renova energia;08534605/0001-74;2008;135;2006;RNEW11. RNEW4. RNEW3;1.74;14.47;11.54;-24.68;-59.06;-74.41;;14.47;11.37;-27.48;-64.19;-80.55;;0.54;0.48;;;331.34;29.51;418.49;449.85;1.3;1.39;0.4;0.43;0.16;-1.49;-0.16;1.8;3.6;3.2;0.09;88.97;52.92;28.97;1.08;0.89;0.96;1.11;0.33;0.67;0.21;-19.42;;441586000.0;1406849000.0;897819000.0;249483000.0;2757088000.0;77730000.0;992447000.0;965263000.0;27184000.0;Nível 2;36.19;100.00;190000.0;Utilidade Pública;Energia Elétrica 
RNEW4;renova energia;08534605/0001-74;2008;135;2006;RNEW11. RNEW4. RNEW3;1.8;17.65;13.92;-16.67;-49.44;-68.97;;17.65;13.75;-19.77;-55.78;-76.42;;0.56;0.5;;;331.34;29.51;418.49;449.85;1.3;1.39;0.41;0.45;0.16;-1.55;-0.17;1.86;3.6;3.2;0.09;88.97;52.92;28.97;1.08;0.89;0.96;1.11;0.33;0.67;0.21;-19.42;;441586000.0;1406849000.0;897819000.0;249483000.0;2757088000.0;77730000.0;992447000.0;965263000.0;27184000.0;Nível 2;36.19;100.00;295000.0;Utilidade Pública;Energia Elétrica 
ROMI3;indústrias romi;56720428/0001-63;1971;1594;1938;ROMI3;15.93;-11.2;6.06;102.29;-2.56;494.41;876.57;-11.2;5.9;94.76;-14.77;351.71;445.04;6.41;1.29;6.29;44.57;14.09;32.5;17.85;21.23;2.72;3.23;4.25;5.06;0.64;2.01;-1.65;0.9;12.38;2.49;0.71;20.09;16.81;10.09;-0.46;-1.54;-1.83;0.19;0.5;0.5;2.1;16.07;21.35;1413533000.0;903010000.0;1098279000.0;88734000.0;2196496000.0;1341221000.0;203352000.0;-510523000.0;713875000.0;Novo Mercado;50.82;100.00;13445000.0;Bens Industriais;Máquinas e Equipamentos Industriais 
RPAD3;alfa holdings;17167396/0001-69;1977;;1959;RPAD3. RPAD5. RPAD6;6.99;;1.45;16.5;-0.14;249.5;74.75;;1.3;12.16;-12.65;165.6;-2.47;8.92;0.55;0.01;0.08;;;;;8.8;8.8;9.83;9.83;0.55;10.23;-0.59;;12.6;0.78;;6.22;5.49;6.16;-0.06;-1.1;-1.1;;0.99;0.01;5.93;;;596035000.0;529841000.0;1066750000.0;84682000.0;1078620000.0;69620000.0;;-66194000.0;66194000.0;Nível 1;15.05;80.00;2000.0;Financeiro;Serviços Financeiros Diversos 
RPAD5;alfa holdings;17167396/0001-69;1977;;1959;RPAD3. RPAD5. RPAD6;7.43;4.65;6.91;-7.13;-7.13;23.83;48.6;4.65;6.75;-10.59;-18.77;-5.9;-17.06;9.48;0.59;;0.08;;;;;8.8;8.8;10.45;10.45;0.58;10.87;-0.62;;12.6;0.78;;6.22;5.49;6.16;-0.06;-1.1;-1.1;;0.99;0.01;5.93;;;596035000.0;529841000.0;1066750000.0;84682000.0;1078620000.0;69620000.0;;-66194000.0;66194000.0;Nível 1;15.05;;7000.0;Financeiro;Serviços Financeiros Diversos 
RPAD6;alfa holdings;17167396/0001-69;1977;;1959;RPAD3. RPAD5. RPAD6;6.9;1.92;6.32;72.53;15.02;130.06;245.62;1.92;6.16;66.11;0.61;74.83;92.9;8.8;0.55;0.01;0.08;;;;;8.8;8.8;9.71;9.71;0.54;10.1;-0.58;;12.6;0.78;;6.22;5.49;6.16;-0.06;-1.1;-1.1;;0.99;0.01;5.93;;;596035000.0;529841000.0;1066750000.0;84682000.0;1078620000.0;69620000.0;;-66194000.0;66194000.0;Nível 1;15.05;;35000.0;Financeiro;Serviços Financeiros Diversos 
RPMG3;refinaria de petroleos manguinhos;33412081/0001-96;1970;185;1946;RPMG3;2.96;26.5;85.0;41.63;-43.94;-35.37;886.67;26.5;84.72;36.36;-50.96;-50.89;450.68;-0.22;-0.05;;;-19.13;-11.88;-18.63;-18.53;-0.23;-0.23;-0.23;-0.23;0.04;-0.05;-0.59;0.04;-62.53;-13.45;0.94;-21.5;20.94;-18.07;;;;;-0.84;1.84;0.54;36.29;;200367000.0;200353000.0;-4233001000.0;67691000.0;5038000000.0;4697000000.0;;-14000.0;14000.0;Tradicional;34.94;;287000.0;Petróleo. Gás e Biocombustíveis;Exploração  Refino e Distribuição 
