codigo;Empresa;cnpj;estreia_bolsa;funcionarios;fundada;papeis_empresa;cotacao;rent_mes;rent_3_meses;rent_1_ano;rent_2_anos;rent_5_anos;rent_10_anos;rent_real_mes;rent_real_3_meses;rent_real_1_ano;rent_real_2_anos;rent_real_5_anos;rent_real_10_anos;p/l;p/vp;dividend yield;payout;margem liquida;margem bruta;margem ebit;margem ebitda;ev/ebitda;ev/ebit;p/ebitda;p/ebit;p/ativo;p/cap giro;p/ativ circ liq;psr;vpa;lpa;giro ativos;roe;roic;roa;dívida líquida/patrimônio;dívida líquida/ebitda;dívida líquida/ebit;dívida bruta/patrimônio;patrimônio/ativos;passivos/ativos;liquidez corrente;cagr receitas 5 anos;cagr lucros 5 anos;valor mercado;valor firma;patrimorio liquido;total de papeis;ativos;ativo circulante;divida bruta;divida liquida;disponibilidade;segmento listagem;free float;tag along;liquidez media diaria;setor;segmento
BAZA3;banco amazonia;04902979/0001-44;1942;2987;1977;BAZA3;70.1;3.1;8.69;96.62;118.8;403.07;370.7;3.1;8.53;89.3;91.38;282.3;162.71;3.3;0.76;7.6;25.06;34.28;32.67;59.58;;;1.3;;1.9;0.1;3.2;-0.11;1.13;91.98;21.27;0.09;23.12;24.59;3.13;-0.24;;-0.59;;0.14;0.8;;21.69;61.33;3929687000.0;2700160000.0;5156516000.0;56058000.0;38141211000.0;1229527000.0;1229527000.0;;;;;;;;
BBAS3;banco do brasil;00000000/0001-91;1977;96961;1808;BBAS3;47.69;-2.31;9.81;59.83;74.97;116.28;304.12;-2.31;9.65;53.88;53.04;64.36;125.55;4.25;0.84;9.38;40.15;12.67;31.57;16.7;;;3.22;;3.22;0.07;2.72;-0.07;0.54;56.97;11.23;0.12;19.71;19.71;1.54;;;;;0.08;32.19;11.26;16.1;16.35;136651737000.0;136651737000.0;163228989000.0;2865417000.0;2089927595000.0;55155282000.0;55155282000.0;;;100.00;;;;;
BBDC3;banco bradesco;60746948/0001-12;1977;98323;1943;BBDC4. BBDC3;14.52;0.35;17.59;12.49;-10.77;78.73;146.88;0.35;17.41;8.3;-21.95;35.82;37.79;7.99;0.95;6.31;52.92;9.06;33.7;9.42;;;8.17;;7.69;0.08;0.96;-0.09;0.72;15.27;1.82;0.12;11.91;11.95;1.06;;;;;0.09;0.76;7.18;13.66;3.01;164191907000.0;164191907000.0;162485997000.0;10642170000.0;1828731521000.0;187945267000.0;187945267000.0;;;100.00;;;;;
BBDC4;banco bradesco;60746948/0001-12;1977;98323;1943;BBDC4. BBDC3;16.34;-3.03;19.31;5.38;-14.92;80.71;443.36;-3.03;19.13;1.46;-25.58;37.33;203.26;8.99;1.07;6.17;52.92;9.06;33.7;9.42;;;8.17;;8.65;0.1;1.07;-0.11;0.81;15.27;1.82;0.12;11.91;11.95;1.06;;;;;0.09;0.76;7.18;13.66;3.01;164191907000.0;164191907000.0;162485997000.0;10642170000.0;1828731521000.0;187945267000.0;187945267000.0;;;80.00;;;;;
BBML3;bbm logística sa;01107327/0001-20;;;;BBML3;;;99910.67;;;;;;99761.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BBRK3;brasil brokers;08613550/0001-98;2007;578;2007;BBRK3;0.8;;;-49.69;-51.22;-93.16;-84.62;;;-51.56;-57.33;-94.8;-91.42;-1.36;5.14;;;-65.82;58.85;;-54.94;-1.16;;-1.63;;0.42;-2.95;-0.59;0.89;0.16;-0.59;0.47;-378.79;-1.71;-30.65;-1.46;0.46;;;0.08;0.92;0.68;1.31;;106222000.0;75995000.0;20646000.0;132778000.0;255169000.0;75633000.0;;-30227000.0;30227000.0;Nível 2;39.11;100.00;2450000.0;Financeiro;Intermediação Imobiliária 
BBSE3;bb seguridade;17344597/0001-94;2013;277;2012;BBSE3;30.44;-0.03;-12.78;26.13;53.59;74.9;239.29;-0.03;-12.91;21.43;34.34;32.91;89.36;9.09;6.06;9.45;87.03;;;;;;7.51;;7.88;4.23;33.2;-5.81;;5.02;3.35;;66.67;61.28;46.52;-0.28;;-0.36;;0.7;0.3;1.88;;13.61;60880000000.0;58065246000.0;10047334000.0;2000000000.0;14397844000.0;3915032000.0;;-2814754000.0;2814754000.0;Novo Mercado;33.58;100.00;213000.0;Financeiro;Seguradoras 
BDLL3;bardella;60851615/0001-53;1969;443;1911;BDLL3. BDLL4;11.86;-9.47;16.27;17.31;0.59;;;-9.47;16.1;12.94;-12.02;;;0.29;-0.15;;;210.54;-63.93;-72.75;-47.97;-11.97;-7.9;-1.25;-0.83;0.03;3.17;-0.05;0.6;-77.32;41.51;0.05;-53.69;-50.75;10.03;-1.32;-10.82;-7.13;-1.37;-0.19;1.19;1.02;-19.56;;17476000.0;181207000.0;-123707000.0;1600000.0;662517000.0;304151000.0;168929000.0;163731000.0;5198000.0;Nível 1;76.94;;152000.0;Bens Industriais;Máquinas e Equipamentos Industriais 
BDLL4;bardella;60851615/0001-53;1969;443;1911;BDLL3. BDLL4;10.35;3.5;17.61;;-23.62;-45.61;;3.5;17.43;;-33.19;-58.67;;0.25;-0.13;;;210.54;-63.93;-72.75;-47.97;-11.97;-7.9;-1.09;-0.72;0.02;2.77;-0.05;0.52;-77.32;41.51;0.05;-53.69;-50.75;10.03;-1.32;-10.82;-7.13;-1.37;-0.19;1.19;1.02;-19.56;;17476000.0;181207000.0;-123707000.0;1600000.0;662517000.0;304151000.0;168929000.0;163731000.0;5198000.0;Nível 1;76.94;;3000.0;Bens Industriais;Máquinas e Equipamentos Industriais 
BEEF3;minerva;67620377/0001-14;2007;10461;1992;BEEF3;9.88;-11.15;8.57;-24.88;16.24;80.32;38.19;-11.15;8.41;-27.68;1.67;37.03;-22.87;9.12;11.25;5.83;53.17;2.18;18.8;7.54;9.04;5.03;6.03;2.2;2.64;0.3;1.19;-0.72;0.2;0.88;1.08;1.49;123.29;15.47;3.24;14.44;2.83;3.39;26.39;0.03;0.95;1.73;13.19;;5999960000.0;13704729000.0;533467000.0;607283000.0;20221388000.0;11911731000.0;14078336000.0;7704769000.0;6373567000.0;Novo Mercado;42.87;100.00;76787000.0;Consumo não Cíclico;Carnes e Derivados 
BEES3;banco banestes;28127603/0001-78;1977;2501;1937;BEES4. BEES3;9.11;-3.0;45.51;95.42;107.0;271.57;3464.65;-3.0;45.29;88.14;81.06;182.37;1889.49;9.02;1.44;5.71;48.55;6.32;25.36;8.87;;;6.63;;6.43;0.08;0.94;-0.08;0.57;6.34;1.01;0.14;15.94;15.94;0.86;;;;;0.05;0.94;;18.45;11.99;2969665000.0;2969665000.0;2001560000.0;315912000.0;37091430000.0;3065040000.0;3065040000.0;;;100.00;;;;;
BEES4;banco banestes;28127603/0001-78;1977;2501;1937;BEES4. BEES3;10.19;-21.62;41.5;105.69;101.56;294.98;3978.71;-21.62;41.29;98.03;76.3;200.16;2176.39;10.09;1.61;4.29;48.55;6.32;25.36;8.87;;;6.63;;7.19;0.09;1.05;-0.09;0.64;6.34;1.01;0.14;15.94;15.94;0.86;;;;;0.05;0.94;;18.45;11.99;2969665000.0;2969665000.0;2001560000.0;315912000.0;37091430000.0;3065040000.0;3065040000.0;;;100.00;;;;;
BFFT3;bluefit;24921465/0001-40;;;;BFFT3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BFRE12;brazilian finance e real estate sa;02762113/0001-50;;;;BFRE12. BFRE11;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;;126.5;28.7;155.5;;;-0.08;;;;;;;285544.7;22916.09;0.06;8.03;9.05;7.28;-0.01;;-0.08;;0.91;;;;;;-1608000.0;207591000.0;0.0;229003000.0;1608000.0;;-1608000.0;1608000.0;Tradicional;0.0;;;Gestão de Recursos e Investimentos;
BGIP3;banco banese;13009717/0001-46;1977;1102;1963;BGIP4. BGIP3;23.75;-10.78;-29.94;;-25.99;;;-10.78;-30.04;;-35.26;;;4.7;0.6;9.44;46.6;6.78;36.51;9.69;;;3.25;;3.29;0.04;-0.49;-0.09;0.32;39.86;5.05;0.13;12.68;14.59;0.91;;;;;0.07;0.95;0.86;12.27;4.31;358359000.0;358359000.0;609245000.0;15285000.0;8472765000.0;4618526000.0;2381668000.0;;;100.00;;;;;
BGIP4;banco banese;13009717/0001-46;1977;1102;1963;BGIP4. BGIP3;23.14;2.84;36.68;39.75;15.87;-27.02;;2.84;36.48;34.55;1.35;-44.54;;4.58;0.58;10.66;46.6;6.78;36.51;9.69;;;3.25;;3.2;0.04;-0.48;-0.09;0.31;39.86;5.05;0.13;12.68;14.59;0.91;;;;;0.07;0.95;0.86;12.27;4.31;358359000.0;358359000.0;609245000.0;15285000.0;8472765000.0;4618526000.0;2381668000.0;;;100.00;;;;;
BIDI11;banco inter;00416968/0001-01;2018;1250;1994;BIDI11. BIDI4. BIDI3;10.55;-31.63;-42.16;-83.03;-4.57;;;-31.63;-42.25;-83.66;-16.53;;;871.14;1.09;;171.35;1.45;50.04;-13.62;;;-45.93;;-92.53;0.24;7.78;-0.24;12.6;9.67;0.01;0.02;0.13;-2.03;-0.07;;;;;0.22;;;3.34;;4527607000.0;4527607000.0;8357164000.0;2593598000.0;38625100000.0;1171640000.0;;;;100.00;;;;;
BIDI3;banco inter;00416968/0001-01;2018;1250;1994;BIDI11. BIDI4. BIDI3;3.49;-31.57;-41.05;-83.22;12.82;;;-31.57;-41.14;-83.84;-1.32;;;864.53;1.08;;171.35;1.45;50.04;-13.62;;;-45.93;;-91.83;0.23;7.73;-0.24;12.51;3.22;;0.02;0.13;-2.03;-0.07;;;;;0.22;;;3.34;;4527607000.0;4527607000.0;8357164000.0;2593598000.0;38625100000.0;1171640000.0;;;;100.00;;;;;
BIDI4;banco inter;00416968/0001-01;2018;1250;1994;BIDI11. BIDI4. BIDI3;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;171.35;1.45;50.04;-13.62;;;-45.93;;;;;;;3.22;;0.02;0.13;-2.03;-0.07;;;;;0.22;;;3.34;;4527607000.0;4527607000.0;8357164000.0;2593598000.0;38625100000.0;1171640000.0;;;;100.00;;;;;
BIOM3;biomm;04752991/0001-10;2002;142;2001;BIOM3;5.65;4.63;40.2;-19.17;-63.43;-31.6;;4.63;39.99;-22.18;-68.01;-48.02;;-4.49;2.94;;;-81.34;17.21;-70.49;-59.76;-7.56;-6.41;-6.11;-5.18;1.1;4.28;-1.89;3.65;1.92;-1.26;0.3;-65.57;-26.15;-23.81;0.7;-1.46;-1.23;1.17;0.38;0.62;2.64;134.94;;415435000.0;514450000.0;141168000.0;73528000.0;376001000.0;156314000.0;165589000.0;99015000.0;66574000.0;Tradicional;45.25;;338000.0;Saúde;Medicamentos e Outros Produtos 
BLAU3;blau farmacêutica;58430828/0001-60;;;;BLAU3;19.1;-8.26;-18.01;-26.79;-60.82;;;-8.26;-18.13;-29.52;-65.73;;;9.7;1.86;3.4;30.32;26.13;45.41;29.1;30.86;7.48;7.94;8.21;8.71;1.37;2.66;-3.93;2.53;10.25;1.97;0.54;19.22;13.64;14.0;-0.17;-0.73;-0.77;0.17;0.73;0.27;4.71;11.63;22.54;3426424000.0;3122289000.0;1838336000.0;179393000.0;2505597000.0;1632956000.0;317246000.0;-304135000.0;621381000.0;Nível 1;16.63;;15450000.0;Saúde;Serviços Médicos. Hospitalares. Análises e Diagnósticos 
BLUT3;blue tech solutions eqi sa;60637238/0001-54;1985;36;1936;BLUT4. BLUT3;;;;;;;;;-0.15;;;;;-11.05;0.91;;;;;;;;-9.27;;-12.11;0.27;1.64;-0.42;;5.64;-0.47;;-8.26;-7.53;-2.46;;;;;0.3;0.52;1.91;;;39484000.0;39484000.0;56569000.0;10038000.0;189948000.0;66000000.0;;;;Tradicional;200.0;;309000.0;Financeiro;Holdings Diversificadas 
BLUT4;blue tech solutions eqi sa;60637238/0001-54;1985;36;1936;BLUT4. BLUT3;1.52;;;-45.71;;;;;-0.15;-47.73;;;;-3.27;0.27;;;;;;;;-9.27;;-3.58;0.08;0.49;-0.12;;5.64;-0.47;;-8.26;-7.53;-2.46;;;;;0.3;0.52;1.91;;;39484000.0;39484000.0;56569000.0;10038000.0;189948000.0;66000000.0;;;;Tradicional;200.0;;613000.0;Financeiro;Holdings Diversificadas 
BMEB3;banco mercantil do brasil;17184037/0001-10;1977;2965;1940;BMEB4. BMEB3;11.72;-3.14;0.51;6.24;-43.34;91.82;;-3.14;0.36;2.28;-50.44;45.77;;6.11;0.91;2.17;18.93;5.13;53.09;6.58;;;4.62;;4.76;0.08;1.0;-0.08;0.31;12.81;1.92;0.24;14.97;14.96;1.25;;;;;0.08;0.92;;11.48;30.34;1191727000.0;1191727000.0;1342830000.0;104831000.0;16106040000.0;1225200000.0;1225200000.0;;;;;;;;
BMEB4;banco mercantil do brasil;17184037/0001-10;1977;2965;1940;BMEB4. BMEB3;10.79;7.04;6.2;10.97;13.87;115.37;;7.04;6.04;6.84;-0.4;63.67;;5.63;0.84;5.02;18.93;5.13;53.09;6.58;;;4.62;;4.38;0.07;0.92;-0.08;0.29;12.81;1.92;0.24;14.97;14.96;1.25;;;;;0.08;0.92;;11.48;30.34;1191727000.0;1191727000.0;1342830000.0;104831000.0;16106040000.0;1225200000.0;1225200000.0;;;;;;;;
BMGB4;banco bmg sa;61186680/0001-74;2018;;1965;BMGB4;2.73;7.91;34.47;32.39;-27.81;;;7.91;34.27;27.46;-36.86;;;7.93;0.39;14.11;111.95;2.93;42.22;-3.14;;;-7.39;;-7.39;0.04;2.91;-0.04;0.23;6.99;0.34;0.16;4.93;-12.95;0.46;;;;;0.09;;;18.61;-1.8;1592224000.0;1592224000.0;4074789000.0;583232000.0;44077780000.0;546820000.0;376860000.0;;;100.00;;;;;
BMIN3;banco mercantil de investimentos;34169557/0001-72;1977;62;1973;BMIN4. BMIN3;21.75;24.21;32.22;;-7.49;;;24.21;32.02;;-19.08;;;11.04;0.79;;19.13;22.86;56.69;29.74;;;7.94;;8.48;0.44;69.97;-0.44;2.52;27.6;1.97;0.17;7.14;7.02;3.94;-0.01;;-0.12;;0.55;0.39;;23.23;18.17;99657000.0;98157000.0;133190000.0;4825000.0;241190000.0;1500000.0;1500000.0;;;;;;;;
BMIN4;banco mercantil de investimentos;34169557/0001-72;1977;62;1973;BMIN4. BMIN3;14.3;9.08;5.93;5.38;-26.44;39.11;;9.08;5.77;1.46;-35.66;5.71;;7.26;0.52;;19.13;22.86;56.69;29.74;;;7.94;;5.58;0.29;46.0;-0.29;1.66;27.6;1.97;0.17;7.14;7.02;3.94;-0.01;;-0.12;;0.55;0.39;;23.23;18.17;99657000.0;98157000.0;133190000.0;4825000.0;241190000.0;1500000.0;1500000.0;;;;;;;;
BMKS3;bicicletas monark;56992423/0001-90;1971;119;1948;BMKS3;322.1;-7.97;-3.04;57.55;73.56;;;-7.97;-3.19;51.68;51.81;;;5.23;0.71;17.94;93.81;144.95;26.18;56.72;64.78;-2.81;-3.2;11.7;13.36;0.63;0.8;-3.7;7.58;451.46;61.6;0.08;13.64;1.91;11.96;-0.88;-14.51;-16.57;;0.88;0.12;16.08;0.11;41.71;146474000.0;-35128000.0;205300000.0;454000.0;234301000.0;194701000.0;355000.0;-181603000.0;181958000.0;Tradicional;22.0;;5000.0;Consumo Cíclico;Bicicletas 
BMOB3;bemobi mobile tech sa;09042817/0001-05;;;;BMOB3;13.16;-8.74;-9.55;23.61;-41.38;;;-8.74;-9.69;19.01;-48.73;;;14.66;1.12;1.7;24.9;5.78;22.82;7.07;11.19;3.93;6.22;7.57;11.98;0.89;1.88;-2.57;0.85;11.73;0.9;1.05;7.66;4.49;6.04;-0.54;-3.63;-5.75;;0.79;0.21;3.56;58.79;-2.37;1196363000.0;621629000.0;1065979000.0;90909000.0;1350665000.0;885597000.0;;-574734000.0;574734000.0;Novo Mercado;92.11;100.00;62450000.0;Tecnologia da Informação;Programas e Serviços 
BNBR3;banco nordeste do brasil;07237373/0001-20;1977;7100;1954;BNBR3;87.0;8.47;12.03;37.56;45.38;187.58;;8.47;11.86;32.44;27.16;118.54;;3.56;0.79;6.3;22.44;24.48;44.45;38.7;;;2.25;;2.25;0.11;1.26;-0.12;0.87;109.95;24.42;0.13;22.21;23.55;3.19;;;;;0.14;0.75;;11.03;23.83;7514317000.0;7514317000.0;9496300000.0;86371000.0;66143764000.0;5955752000.0;5955752000.0;;;;;;;;
BOAS3;boa vista;11725176/0001-27;2020;749;;BOAS3;7.97;1.27;4.05;68.53;-26.15;;;1.27;3.89;62.25;-35.4;;;14.02;1.89;3.19;44.69;34.64;57.2;24.07;45.49;7.1;13.41;10.68;20.17;1.54;3.05;-4.55;4.86;4.21;0.57;0.32;13.52;7.27;10.97;-0.64;-3.58;-6.76;;0.81;0.19;4.17;7.78;45.07;4241814000.0;2820022000.0;2238446000.0;532222000.0;2758129000.0;1826874000.0;9116000.0;-1421792000.0;1430908000.0;Novo Mercado;99.67;100.00;18810000.0;Financeiro;Serviços Financeiros Diversos 
BOBR3;bombril;50564053/0001-03;1984;2211;1948;BOBR4. BOBR3;1.0;;;;;;;;-0.15;;;;;3.94;-1.9;;;4.35;37.28;13.69;15.58;2.91;3.31;1.1;1.25;0.3;-1.78;-0.6;0.17;-0.53;0.25;1.73;-48.4;70.21;7.54;-2.46;1.42;1.61;-3.15;-0.16;1.16;0.75;7.75;-1.17;352680000.0;688628000.0;-136783000.0;260509000.0;878003000.0;444674000.0;430763000.0;335948000.0;94815000.0;Tradicional;27.26;;;Produtos de Limpeza;
BOBR4;bombril;50564053/0001-03;1984;2211;1948;BOBR4. BOBR3;1.75;2.94;45.83;42.28;-30.0;-43.91;-73.12;2.94;45.61;36.98;-38.77;-57.38;-85.0;6.89;-3.33;;;4.35;37.28;13.69;15.58;2.91;3.31;1.92;2.19;0.52;-3.11;-1.05;0.3;-0.53;0.25;1.73;-48.4;70.21;7.54;-2.46;1.42;1.61;-3.15;-0.16;1.16;0.75;7.75;-1.17;352680000.0;688628000.0;-136783000.0;260509000.0;878003000.0;444674000.0;430763000.0;335948000.0;94815000.0;Tradicional;27.26;;167000.0;Consumo não Cíclico;Produtos de Limpeza 
BPAC11;banco btg pactual;30306294/0001-45;2011;1368;1979;BPAC5. BPAC3. BPAC11;31.92;11.49;39.08;55.66;5.67;637.83;;11.49;38.87;49.86;-7.57;460.7;;15.24;2.77;2.06;27.9;16.13;16.75;18.85;17.61;16.91;15.8;13.96;13.04;0.33;10.88;-3.71;2.46;11.53;2.09;0.14;18.17;20.47;2.19;;;;;0.12;0.88;1.03;46.18;44.42;148272254000.0;148272254000.0;44207586000.0;11506119000.0;367168994000.0;334213400000.0;89165580000.0;;;100.00;;;;;
BPAC3;banco btg pactual;30306294/0001-45;2011;1368;1979;BPAC5. BPAC3. BPAC11;15.72;8.04;33.33;32.88;-17.46;770.95;;8.04;33.13;27.93;-27.8;561.86;;22.52;4.09;1.39;27.9;16.13;16.75;18.85;17.61;16.91;15.8;20.62;19.27;0.49;16.08;-5.49;3.63;3.84;0.7;0.14;18.17;20.47;2.19;;;;;0.12;0.88;1.03;46.18;44.42;148272254000.0;148272254000.0;44207586000.0;11506119000.0;367168994000.0;334213400000.0;89165580000.0;;;100.00;;;;;
BPAC5;banco btg pactual;30306294/0001-45;2011;1368;1979;BPAC5. BPAC3. BPAC11;8.07;14.47;37.95;75.19;16.98;488.05;;14.47;37.74;68.67;2.32;346.88;;11.56;2.1;2.71;27.9;16.13;16.75;18.85;17.61;16.91;15.8;10.59;9.89;0.25;8.25;-2.82;1.86;3.84;0.7;0.14;18.17;20.47;2.19;;;;;0.12;0.88;1.03;46.18;44.42;148272254000.0;148272254000.0;44207586000.0;11506119000.0;367168994000.0;334213400000.0;89165580000.0;;;100.00;;;;;
BPAN4;banco pan;59285411/0001-13;2007;2280;1966;BPAN4;9.23;13.95;68.43;49.35;-58.56;468.73;100.8;13.95;68.18;43.79;-63.75;332.2;12.07;20.19;1.67;2.72;54.97;4.69;51.87;5.21;;;18.18;;18.18;0.21;957.55;-0.21;0.95;5.52;0.46;0.23;8.28;8.28;1.06;;;;;0.13;;;12.51;24.67;12057450000.0;12057450000.0;7211569000.0;1306332000.0;56547200000.0;12592000.0;12592000.0;;;100.00;;;;;
BPAR3;banco banpara;04913711/0001-08;1977;3391;1960;BPAR3;135.39;;;;;;;;-0.15;;;;;9.93;0.76;4.53;44.97;4.58;55.65;14.23;;;-0.19;;3.2;0.08;0.94;-0.09;0.45;178.47;13.64;0.19;7.64;14.62;1.56;-0.8;;-3.38;;0.11;0.89;;11.81;-5.05;1289136000.0;-75239000.0;1699347000.0;9521000.0;15280950000.0;1364380000.0;1364376000.0;;;;;;;;
BPAT33;banco patagonia sa;08884213/0001-35;;;;BPAT33;44.05;;;29.56;22.85;89.31;1197.89;;-0.15;24.74;7.46;43.86;624.37;6.98;0.66;;;5.61;51.56;21.77;;;1.8;;1.8;0.09;-0.17;-0.12;0.39;66.71;6.31;0.24;9.46;9.46;1.35;;;;;0.14;3.65;0.27;;;1533769000.0;1533769000.0;2322740000.0;34818000.0;16293070000.0;3335670000.0;;;;;;;;;
BPHA3;brasil pharma sa;11395624/0001-71;;;;BPHA3;0.62;;;;;-87.62;-94.79;;;;;-90.59;-97.09;0.06;-0.24;;;13890.08;97.99;1029.52;1429.28;1.2;1.67;0.58;0.8;0.99;-0.38;-1.18;8.28;-2.58;10.4;0.12;-402.5;-40.19;1669.02;-0.26;0.62;0.86;-0.26;-4.15;5.15;0.06;-2.37;2.32;70110000.0;145440000.0;-292294000.0;113081000.0;70490000.0;11210000.0;75330000.0;75330000.0;;Novo Mercado;5.51;100.00;;Medicamentos e Outros Produtos;
BRAP3;bradespar;03847461/0001-92;2000;;2000;BRAP4. BRAP3;21.39;-0.93;-8.19;19.59;1.17;217.69;537.09;-0.93;-8.33;15.14;-11.51;141.42;255.57;2.35;1.13;12.45;31.22;;;;;2.24;2.28;2.35;2.4;1.05;41.81;-1.16;;18.91;9.09;;48.04;47.14;44.55;-0.11;-0.22;-0.22;;0.93;0.07;1.35;;24.58;8775690000.0;7992812000.0;7434838000.0;393096000.0;8017832000.0;783125000.0;;-782878000.0;782878000.0;Nível 1;71.57;80.00;4650000.0;Financeiro;Holdings Diversificadas 
BRAP4;bradespar;03847461/0001-92;2000;;2000;BRAP4. BRAP3;22.83;-3.14;-9.64;15.8;-54.4;41.6;168.75;-3.14;-9.78;11.49;-60.11;7.61;49.99;2.51;1.21;12.83;31.22;;;;;2.24;2.28;2.51;2.56;1.12;44.63;-1.24;;18.91;9.09;;48.04;47.14;44.55;-0.11;-0.22;-0.22;;0.93;0.07;1.35;;24.58;8775690000.0;7992812000.0;7434838000.0;393096000.0;8017832000.0;783125000.0;;-782878000.0;782878000.0;Nível 1;71.57;80.00;178200000.0;Financeiro;Holdings Diversificadas 
BRBI11;br partners;10739356/0001-03;2020;;2009;BRBI4. BRBI3. BRBI11;15.7;16.56;53.43;32.64;;;;16.56;53.2;27.7;;;;11.77;2.05;6.31;74.19;6.91;12.65;10.76;;;-0.66;;7.56;0.19;11.48;-0.19;0.81;7.66;1.33;0.24;17.42;8.86;1.63;-0.18;;-0.66;;0.09;0.74;;;;;-143548000.0;804217000.0;314987000.0;8606910000.0;143548000.0;143548000.0;;;100.00;;;;;
BRBI3;br partners;10739356/0001-03;2020;;2009;BRBI4. BRBI3. BRBI11;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;74.19;6.91;12.65;10.76;;;-0.66;;;;;;;2.55;0.44;0.24;17.42;8.86;1.63;-0.18;;-0.66;;0.09;0.74;;;;;-143548000.0;804217000.0;314987000.0;8606910000.0;143548000.0;143548000.0;;;;;;;;
BRBI4;br partners;10739356/0001-03;2020;;2009;BRBI4. BRBI3. BRBI11;0.0;;;;;;;;-0.15;-3.72;-12.53;-24.01;-44.19;;;;74.19;6.91;12.65;10.76;;;-0.66;;;;;;;2.55;0.44;0.24;17.42;8.86;1.63;-0.18;;-0.66;;0.09;0.74;;;;;-143548000.0;804217000.0;314987000.0;8606910000.0;143548000.0;143548000.0;;;;;;;;
BRFS3;brf sa;01838723/0001-27;1997;85321;1934;BRFS3;8.9;-2.31;44.25;-45.23;-65.16;-59.56;-79.81;-2.31;44.03;-47.27;-69.53;-69.27;-88.73;-3.67;0.94;;;-4.78;15.82;0.38;3.66;12.58;119.55;4.79;45.57;0.17;2.31;-0.31;0.18;9.49;-2.43;0.95;-25.59;0.54;-4.48;1.52;7.78;73.98;2.39;0.18;0.81;1.19;12.72;;9634011000.0;25276121000.0;10268821000.0;1082473000.0;57742806000.0;26288477000.0;24531596000.0;15642110000.0;8889486000.0;Novo Mercado;99.45;100.00;199400000.0;Consumo não Cíclico;Carnes e Derivados 
BRGE11;consórcio alfa de administração;17193806/0001-46;1977;79;1952;BRGE6. BRGE7. BRGE5. BRGE3. BRGE8. BRGE11;9.99;;8.35;36.16;6.98;;402.06;;8.19;31.09;-6.43;;180.21;8.23;0.54;3.83;20.21;2284.1;-3931.86;1466.51;1892.29;-1.68;-2.17;9.94;12.82;0.24;1.14;-0.54;188.03;18.67;1.21;;6.5;3.22;4.49;-1.15;-21.4;-27.61;;0.45;0.37;1.62;-32.21;9.37;1388875000.0;-118451000.0;1308283000.0;140149000.0;2917739000.0;1612990000.0;;-1507327000.0;1507327000.0;Tradicional;26.7;;2000.0;Financeiro;Seguradoras 
BRGE3;consórcio alfa de administração;17193806/0001-46;1977;79;1952;BRGE6. BRGE7. BRGE5. BRGE3. BRGE8. BRGE11;9.7;-2.02;-0.82;51.09;6.02;;;-2.02;-0.97;45.46;-7.27;;;15.99;1.04;;20.21;2284.1;-3931.86;1466.51;1892.29;-1.68;-2.17;19.3;24.9;0.47;2.2;-1.04;365.15;9.33;0.61;;6.5;3.22;4.49;-1.15;-21.4;-27.61;;0.45;0.37;1.62;-32.21;9.37;1388875000.0;-118451000.0;1308283000.0;140149000.0;2917739000.0;1612990000.0;;-1507327000.0;1507327000.0;Tradicional;26.7;;5000.0;Financeiro;Seguradoras 
BRGE5;consórcio alfa de administração;17193806/0001-46;1977;79;1952;BRGE6. BRGE7. BRGE5. BRGE3. BRGE8. BRGE11;11.31;;;;-11.04;;;;-0.15;;-22.19;;;18.64;1.21;2.82;20.21;2284.1;-3931.86;1466.51;1892.29;-1.68;-2.17;22.5;29.03;0.54;2.57;-1.21;425.76;9.33;0.61;;6.5;3.22;4.49;-1.15;-21.4;-27.61;;0.45;0.37;1.62;-32.21;9.37;1388875000.0;-118451000.0;1308283000.0;140149000.0;2917739000.0;1612990000.0;;-1507327000.0;1507327000.0;Tradicional;26.7;;4000.0;Financeiro;Seguradoras 
BRGE6;consórcio alfa de administração;17193806/0001-46;1977;79;1952;BRGE6. BRGE7. BRGE5. BRGE3. BRGE8. BRGE11;10.02;;6.48;;-16.28;;;;6.32;;-26.77;;;16.51;1.07;2.38;20.21;2284.1;-3931.86;1466.51;1892.29;-1.68;-2.17;19.93;25.72;0.48;2.28;-1.08;377.19;9.33;0.61;;6.5;3.22;4.49;-1.15;-21.4;-27.61;;0.45;0.37;1.62;-32.21;9.37;1388875000.0;-118451000.0;1308283000.0;140149000.0;2917739000.0;1612990000.0;;-1507327000.0;1507327000.0;Tradicional;26.7;;2000.0;Financeiro;Seguradoras 
